NLM_ID,Journal,Indexation Medline,2020_IF,2020_Rank,2021_IF,2021_Rank,2022_IF,2022_Rank,2023_IF,2023_Rank,2024_IF,2024_Rank,Latest_Rank
101772181,24th Int Conf 3D Web Technol (2019),Non,NC,NC,NC,NC,8.551,NC,NC,NC,NC,NC,NC
101697361,2d Mater,Non,7.103,B,6.861,C,14.986,C,4.5,C,4.3,C,D
101651048,2nd Int Conf Bioinform Comput Biol (2010),Non,NC,NC,NC,NC,4.085,NC,NC,NC,NC,NC,B
101565857,3 Biotech,Non,2.406,D,2.893,D,0.229,D,2.6,D,2.9,C,D
101649453,3D Print Addit Manuf,Non,5.449,C,5.355,C,17.871,D,2.3,D,2.1,D,C
101721758,3D Print Med,Non,NC,NC,NC,NC,16.29,B,3.2,B,3.1,C,NC
101772158,48th AIAA Fluid Dyn Conf 2018 (2018),Non,NC,NC,NC,NC,1.471,NC,NC,NC,NC,NC,C
9918680687806676,4th Jt Int Conf Deep Learn Big Data Blockchain (2023),Non,NC,NC,NC,NC,15.969,NC,NC,NC,NC,NC,NC
101184219,9th Conf Retrovir Oppor Infect Feb 24 28 2002 Wash State Conv Trade Cent Seattle Wash Conf Retrovir Oppor Infect 9th 2002 Seattle Wash,Non,NC,NC,NC,NC,4.722,NC,NC,NC,NC,NC,NC
101670593,AACE Clin Case Rep,Non,NC,NC,NC,NC,8.641,NC,NC,NC,1.2,E,NC
9919052034906676,AACE Endocrinol Diabetes,Non,NC,NC,NC,NC,4.307,NC,NC,NC,NC,NC,C
100966198,Aachen Kunstbl,Non,NC,NC,NC,NC,12.08,NC,NC,NC,NC,NC,B
101269322,AACN Adv Crit Care,Oui,NC,NC,NC,NC,2.159,C,2,C,1.5,D,NC
101536909,AACR Meet Abstr Online,Non,NC,NC,NC,NC,11.298,NC,NC,NC,NC,NC,NC
100966038,A A G Bijdr,Non,NC,NC,NC,NC,0.939,NC,NC,NC,NC,NC,E
100967360,AAHS J,Non,NC,NC,NC,NC,18.614,NC,NC,NC,NC,NC,C
0431420,AANA J,Oui,NC,NC,NC,NC,4.823,NC,NC,NC,NC,NC,NC
101515566,AAPI Nexus,Non,NC,NC,NC,NC,0.255,NC,NC,NC,NC,NC,C
100913811,AAPL Newsl,Non,NC,NC,NC,NC,11.266,NC,NC,NC,NC,NC,B
9308254,AAPM Rep,Non,NC,NC,NC,NC,2.759,NC,NC,NC,NC,NC,C
9883324,AAP news,Non,NC,NC,NC,NC,1.972,NC,NC,NC,NC,NC,NC
101714112,A A Pract,Oui,NC,NC,NC,NC,13.802,E,0.5,E,0.6,E,NC
101223209,AAPS J,Oui,4.009,C,3.603,C,8.329,C,5,B,3.7,C,D
101742151,AAPS Open,Non,NC,NC,NC,NC,13.981,NC,NC,NC,NC,NC,NC
100960111,AAPS PharmSciTech,Oui,3.246,D,4.026,C,10.946,C,3.4,C,4,B,NC
9918991795606676,AASA J Scholarsh Pract,Non,NC,NC,NC,NC,1.342,NC,NC,NC,NC,NC,D
101740247,AAS Open Res,Non,NC,NC,NC,NC,10.795,NC,NC,NC,NC,NC,NC
100966202,Aastaraam Eesti Tead Seltsi Rootsis,Non,NC,NC,NC,NC,11.591,NC,NC,NC,NC,NC,C
101566310,AATCC Rev,Non,0.111,E,0.778,E,5.223,E,0,E,0.7,E,D
101319833,ABA Health eSource,Non,NC,NC,NC,NC,0.372,NC,NC,NC,NC,NC,E
100971992,ABA J,Non,NC,NC,NC,NC,0.706,NC,NC,NC,NC,NC,NC
100966037,ABC Decor,Non,NC,NC,NC,NC,8.331,NC,NC,NC,NC,NC,C
101646294,Abdom Imaging (2013),Non,NC,NC,NC,NC,8.087,NC,NC,NC,NC,NC,NC
101653734,Abdom Imaging (2014),Non,NC,NC,NC,NC,19.356,NC,NC,NC,NC,NC,NC
101674571,Abdom Radiol (NY),Oui,3.039,C,2.886,D,12.114,D,2.3,C,2.2,C,NC
0037504,Abdom Surg,Non,NC,NC,NC,NC,5.308,NC,NC,NC,NC,NC,NC
100966211,Aberdeen Univ Rev,Non,NC,NC,NC,NC,4.171,NC,NC,NC,NC,NC,C
100966220,Abhandlungen und Berichte des Staatlichen Museums fur Volkerkunde Dresden. Monographien,Non,NC,NC,NC,NC,15.776,NC,NC,NC,NC,NC,E
100971262,Abh Ber Dtsch Mus,Non,NC,NC,NC,NC,10.87,NC,NC,NC,NC,NC,NC
100967227,Abh Ber Staatl Mus Voelkerkd Dres,Non,NC,NC,NC,NC,5.928,NC,NC,NC,NC,NC,NC
14710030R,Abh Geistes Sozwiss Kl Akad Wiss Lit,Non,NC,NC,NC,NC,2.46,NC,NC,NC,NC,NC,NC
14480310R,Abh Gesch Med Naturwiss,Non,NC,NC,NC,NC,10.741,NC,NC,NC,NC,NC,B
101711129,Abh Westfal Mus Naturkunde,Non,NC,NC,NC,NC,2.786,NC,NC,NC,NC,NC,NC
9918231191406676,aBIOTECH,Non,NC,NC,NC,NC,15.098,B,4.6,B,5.1,B,NC
9112807,ABNF J,Non,NC,NC,NC,NC,5.868,NC,NC,NC,NC,NC,NC
101725745,AbOrig,Non,NC,NC,NC,NC,16.776,NC,NC,NC,NC,NC,NC
101505540,Aborig Hist,Non,NC,NC,NC,NC,11.048,B,0.4,B,0.1,D,NC
9889313,Aborig Isl Health Work J,Non,NC,NC,NC,NC,13.544,NC,NC,NC,NC,NC,C
9891042,Abortion Rev,Non,NC,NC,NC,NC,16.246,NC,NC,NC,NC,NC,NC
101184220,Abstr 10th Conf Retrovir Oppor Infect Feb 10 14 2003 Hynes Conv Cent Boston Mass USA Conf Retrovir Oppor Infect 10th 2003 Boston Mass,Non,NC,NC,NC,NC,9.283,NC,NC,NC,NC,NC,NC
9714112,Abstract book. Association for Health Services Research. Meeting,Non,NC,NC,NC,NC,6.837,NC,NC,NC,NC,NC,E
101086218,Abstracts. Academy for Health Services Research and Health Policy. Meeting,Non,NC,NC,NC,NC,12.723,NC,NC,NC,NC,NC,NC
101187572,Abstracts. AcademyHealth. Meeting,Non,NC,NC,NC,NC,2.681,NC,NC,NC,NC,NC,NC
100961718,Abstracts of the ... Interscience Conference on Antimicrobial Agents and Chemotherapy. Interscience Conference on Antimicrobial Agents and Chemotherapy,Non,NC,NC,NC,NC,8.547,NC,NC,NC,NC,NC,D
24320650R,Abstr Int Congr Trop Med Malar,Non,NC,NC,NC,NC,17.423,NC,NC,NC,NC,NC,C
9816190,Abstr Meet Groups Stud Struct AIDS Relat Syst Their Appl Target Drug Des,Non,NC,NC,NC,NC,16.265,NC,NC,NC,NC,NC,A
8916568,Abstr Midwinter Res Meet Assoc Res Otolaryngol,Non,NC,NC,NC,NC,12.814,NC,NC,NC,NC,NC,NC
7501058,Abstr Pap Am Chem Soc,Non,NC,NC,NC,NC,19.147,NC,NC,NC,NC,NC,NC
9918733187606676,Acad Biol,Non,NC,NC,NC,NC,7.468,NC,NC,NC,NC,NC,C
9418450,Acad Emerg Med,Oui,3.451,B,5.221,B,15.719,B,3.4,B,3.2,B,C
9875117,"Academe (Washington, D.C. : 1979)",Non,NC,NC,NC,NC,5.639,NC,NC,NC,NC,NC,C
101596736,Acad Forensic Pathol,Non,NC,NC,NC,NC,14.342,NC,NC,NC,NC,NC,NC
100966257,Acadiensis,Non,NC,NC,NC,NC,16.892,NC,NC,NC,NC,NC,NC
101707247,Acad J Agric Res,Non,NC,NC,NC,NC,10.037,NC,NC,NC,NC,NC,B
9918486688706676,Acad J Gastroenterol Hepatol,Non,NC,NC,NC,NC,9.626,NC,NC,NC,NC,NC,NC
101765608,Acad J Pediatr Neonatol,Non,NC,NC,NC,NC,19.804,NC,NC,NC,NC,NC,A
101515417,Acad Manag Ann,Non,16.438,A,19.241,A,15.023,A,14.3,A,16.5,A,NC
7703609,Acad Manage J,Non,10.194,A,10.979,A,18.854,A,9.5,A,10.5,A,A
9877758,Acad Manage Rev,Non,12.638,A,13.865,A,3.982,A,19.3,A,13.9,A,B
101672091,Acad Manag Perspect,Non,7.846,B,8.069,B,11.917,B,7.2,B,5.7,B,E
8904605,Acad Med,Oui,6.893,A,7.84,A,19.081,A,5.3,A,5.2,A,NC
9919052036406676,Acad Med (San Franc),Non,NC,NC,NC,NC,14.447,NC,NC,NC,NC,NC,NC
9918882088406676,Acad Ment Health Well Being,Non,NC,NC,NC,NC,2.265,NC,NC,NC,NC,NC,NC
9919061472406676,Acad Mol Biol Genom,Non,NC,NC,NC,NC,1.334,NC,NC,NC,NC,NC,NC
9919033199206676,Acad Nano,Non,NC,NC,NC,NC,12.448,NC,NC,NC,NC,NC,NC
9892218,Acad News,Non,NC,NC,NC,NC,4.433,NC,NC,NC,NC,NC,A
9918976362706676,Acad Oncol,Non,NC,NC,NC,NC,6.094,NC,NC,NC,NC,NC,D
101698648,Acad Pathol,Non,NC,NC,NC,NC,2.11,D,1.2,D,1.3,D,C
101499145,Acad Pediatr,Oui,3.107,B,2.993,C,9.371,C,3,B,2.8,B,E
8917200,Acad Psychiatry,Oui,3.293,B,2.385,D,13.453,C,2.2,B,2.8,B,NC
9440159,Acad Radiol,Oui,3.173,C,5.482,B,8.867,B,3.8,B,3.9,B,NC
101617614,Acad Today,Non,NC,NC,NC,NC,18.042,NC,NC,NC,NC,NC,A
101703014,Acarina,Non,NC,NC,NC,NC,15.032,NC,NC,NC,NC,NC,C
14510400R,Acarologia,Non,1.242,D,1.475,D,16.615,D,0.9,D,1.1,D,A
100966252,Accad Bibl Ital,Non,NC,NC,NC,NC,8.22,NC,NC,NC,NC,NC,NC
14510510R,Accad Medica,Non,NC,NC,NC,NC,19.431,NC,NC,NC,NC,NC,NC
100968305,Accad Naz Lincei Rome,Non,NC,NC,NC,NC,3.491,NC,NC,NC,NC,NC,NC
14520180R,Accao Med,Non,NC,NC,NC,NC,8.525,NC,NC,NC,NC,NC,NC
0157313,Acc Chem Res,Oui,22.384,A,24.466,A,5.276,A,16.7,A,17.7,A,E
14520190R,Accent,Non,NC,NC,NC,NC,8.628,NC,NC,NC,NC,NC,NC
101203872,Access management journal,Non,NC,NC,NC,NC,2.343,NC,NC,NC,NC,NC,E
101746927,Access Microbiol,Non,NC,NC,NC,NC,8.243,NC,NC,NC,NC,NC,NC
1254476,Accid Anal Prev,Oui,4.993,A,6.376,A,19.001,A,5.7,A,6.2,A,NC
101772849,Acc Mater Res,Non,NC,NC,NC,NC,19.614,A,14,A,14.7,A,NC
9918939330206676,Account Econ Law,Non,NC,NC,NC,NC,16.309,NC,0.9,D,0.8,E,NC
9918400687306676,Account Hist,Non,NC,NC,NC,NC,19.924,D,1.7,D,0.9,D,NC
101530801,Account Hist J,Non,NC,NC,NC,NC,12.816,D,1.2,D,1,D,C
9100813,Account Res,Oui,2.622,C,3.057,C,3.314,B,2.8,B,4,A,E
9890004,Accredit Qual Assur,Non,0.655,E,0.856,E,0.708,E,0.8,E,1,E,NC
101090780,ACE Q,Non,NC,NC,NC,NC,11.425,NC,NC,NC,NC,NC,NC
101603459,Acetic Acid Bact,Non,NC,NC,NC,NC,6.073,NC,NC,NC,NC,NC,A
101638398,ACG Case Rep J,Non,NC,NC,NC,NC,17.264,E,0.6,E,0.5,E,D
101767014,Achiev Solut Mech Eng II (2019),Non,NC,NC,NC,NC,3.113,NC,NC,NC,NC,NC,C
9918976760906676,Achiev Sustain Ukr Mil Brownfields Redev,Non,NC,NC,NC,NC,5.393,NC,NC,NC,NC,NC,NC
101634982,ACHI Int Conf Adv Comput Hum Interact,Non,NC,NC,NC,NC,15.938,NC,NC,NC,NC,NC,E
101732061,ACI 2017 Improv Relat (2017),Non,NC,NC,NC,NC,7.029,NC,NC,NC,NC,NC,NC
101703621,ACI Mater J,Non,1.802,D,1.661,D,8.78,D,1.9,D,1.6,D,NC
101765514,ACI open,Non,NC,NC,NC,NC,19.39,NC,NC,NC,NC,NC,NC
101695492,ACI Struct J,Non,1.744,D,1.799,D,2.366,D,1.3,D,1.5,D,NC
9918880588406676,ACI Symp Publ,Non,NC,NC,NC,NC,2.062,NC,NC,NC,NC,NC,NC
101645372,ACM BCB,Non,NC,NC,NC,NC,8.154,NC,NC,NC,NC,NC,B
9918317681106676,ACM CHIL 2021 (2021),Non,NC,NC,NC,NC,10.375,NC,NC,NC,NC,NC,B
9875115,ACM Comput Surv,Non,10.282,A,14.324,A,15.817,A,23.8,A,28,A,NC
101647835,ACM Conf Bioinform Comput Biol Biomed Inform (2013),Non,NC,NC,NC,NC,18.055,NC,NC,NC,NC,NC,NC
9919061271806676,ACM IEEE Int Conf Hum Robot Interact,Non,NC,NC,NC,NC,10.608,NC,NC,NC,NC,NC,NC
9918316882406676,ACM IMS Trans Data Sci,Non,NC,NC,NC,NC,16.341,NC,NC,NC,NC,NC,NC
101658270,ACM Int Conf Bioinform Comput Biol (2010),Non,NC,NC,NC,NC,10.701,NC,NC,NC,NC,NC,NC
9918368079106676,ACM Int Conf Nanoscale Comput Commun (2020),Non,NC,NC,NC,NC,17.24,NC,NC,NC,NC,NC,NC
101694212,ACM J Data Inf Qual,Non,NC,NC,NC,NC,6.526,D,1.5,D,2.9,C,NC
101597642,ACM J Emerg Technol Comput Syst,Non,1.42,E,2.013,D,15.716,D,2.1,D,2.6,C,E
101257114,ACM Queue,Non,NC,NC,NC,NC,1.821,NC,NC,NC,NC,NC,B
101602799,ACM SIGAPP Appl Comput Rev,Non,NC,NC,NC,NC,2.199,E,0.4,E,0.9,E,NC
101559830,ACM Trans Access Comput,Non,NC,NC,NC,NC,18.679,D,2.5,D,3.5,C,C
101755134,ACM Transact Des Autom Electron Syst,Non,0.964,E,1.447,D,7.501,E,2.2,C,2,D,NC
101255943,ACM Trans Appl Percept,Non,1.55,D,1.676,D,10.067,D,1.9,D,2.1,D,C
101768787,ACM Trans Comput Healthc,Non,NC,NC,NC,NC,10.008,NC,NC,NC,8,A,E
9888046,ACM Trans Comput Hum Interact,Non,2.351,C,4.106,C,1.134,C,4.8,B,6.6,A,A
101764188,ACM Trans Embed Comput Syst,Non,1.193,E,1.886,D,1.466,D,2.8,C,2.6,C,E
101152234,ACM Trans Graph,Non,5.414,A,7.403,A,10.752,A,7.8,A,9.5,A,NC
101754425,ACM Trans Hum Robot Interact,Non,NC,NC,NC,NC,17.941,C,4.2,C,5.5,B,E
101727795,ACM Trans Inf Syst,Non,4.797,B,4.657,C,4.68,C,5.4,B,9.1,A,C
101592728,ACM Trans Intell Syst Technol,Non,4.654,B,10.489,A,9.654,C,7.2,A,6.6,A,NC
101680858,ACM Trans Interact Intell Syst,Non,2.137,D,1.887,D,9.561,D,3.6,C,4.8,C,NC
101758906,ACM Trans Internet Technol,Non,3.135,B,3.989,B,5.515,B,3.9,B,4.1,B,E
101473241,ACM Trans Knowl Discov Data,Non,2.713,C,4.157,B,16.536,B,4,B,4.8,B,C
101638918,ACM Trans Manag Inf Syst,Non,NC,NC,NC,NC,16.857,C,2.5,C,3.6,C,A
9881112,ACM Trans Math Softw,Non,1.704,C,2.464,B,0.285,B,2.7,A,3.2,A,NC
101613245,ACM Trans Model Comput Simul,Non,1.075,D,0.851,E,6.198,D,0.7,D,1.9,B,NC
9918937930806676,ACM Trans Parallel Comput,Non,NC,NC,NC,NC,11.463,NC,0.9,D,1.2,D,NC
101481556,ACM Trans Reconfigurable Technol Syst,Non,2.085,D,2.837,C,5.405,D,3.1,C,2.8,C,NC
101610692,ACM Trans Sens Netw,Non,2.253,D,2.56,D,1.519,C,3.9,C,4.7,B,NC
9918435682206676,ACM Trans Spat Algorithms Syst,Non,NC,NC,NC,NC,11.792,D,1.2,D,1.6,D,NC
9890434,ACOG Clin Rev,Non,NC,NC,NC,NC,5.962,NC,NC,NC,NC,NC,NC
9203144,ACOG Comm Opin,Non,NC,NC,NC,NC,16.435,NC,NC,NC,NC,NC,A
101622062,Acoreana,Non,NC,NC,NC,NC,10.896,NC,NC,NC,NC,NC,NC
101302940,Acoust Aust,Non,1.5,D,1.891,D,10.836,D,1.9,C,1.8,D,E
101745902,Acoustics (Basel),Non,NC,NC,NC,NC,3.113,D,1.3,D,1.2,D,NC
9887141,Acoust Phys,Non,0.856,E,1.116,E,6.236,E,0.9,E,1.2,D,E
101089134,Acoust Sci Technol,Non,NC,NC,NC,NC,5.999,E,0.6,E,0.6,E,NC
101280973,Acoust Today,Non,NC,NC,NC,NC,19.9,NC,NC,NC,NC,NC,D
0137764,ACRH Rep,Non,NC,NC,NC,NC,9.113,NC,NC,NC,NC,NC,NC
101768025,Acrocephalus,Non,NC,NC,NC,NC,9.351,NC,NC,NC,NC,NC,NC
101740025,ACR Open Rheumatol,Non,NC,NC,NC,NC,7.138,C,2.9,C,2.8,C,NC
9877747,Across Board (NY),Non,NC,NC,NC,NC,12.809,NC,NC,NC,NC,NC,NC
9918383864306676,ACS Agric Sci Technol,Non,NC,NC,NC,NC,8.855,B,2.4,B,2.9,B,NC
101729147,ACS Appl Bio Mater,Oui,NC,NC,NC,NC,11.188,C,4.7,C,4.7,C,D
101734996,ACS Appl Electron Mater,Non,3.314,C,4.494,C,12.434,C,4.4,B,4.7,C,E
101718976,ACS Appl Energy Mater,Non,6.024,C,6.959,B,7.328,B,5.5,C,5.6,C,B
9918541183806676,ACS Appl Eng Mater,Non,NC,NC,NC,NC,3.813,NC,NC,NC,3.5,C,D
101504991,ACS Appl Mater Interfaces,Oui,9.229,B,10.383,B,2.482,B,8.5,B,8.2,B,NC
101726750,ACS Appl Nano Mater,Non,5.097,C,6.14,C,17.181,C,5.3,C,5.5,C,NC
9918541287306676,ACS Appl Opt Mater,Non,NC,NC,NC,NC,11.231,NC,NC,NC,3.8,C,NC
101734999,ACS Appl Polym Mater,Non,4.089,B,4.855,B,13.309,B,4.5,B,4.8,B,NC
101654670,ACS Biomater Sci Eng,Oui,4.749,C,5.395,C,19.921,C,5.5,C,5.5,C,NC
9918232604406676,ACS Bio Med Chem Au,Non,NC,NC,NC,NC,11.646,C,4,C,4.3,C,A
101745763,ACS Case Rev Surg,Non,NC,NC,NC,NC,4.904,NC,NC,NC,NC,NC,E
101562209,ACS Catal,Non,13.084,A,13.7,B,19.878,B,11.7,B,13.1,B,NC
101660035,ACS Cent Sci,Non,14.553,A,18.728,A,1.752,A,13.1,B,10.4,B,A
101282906,ACS Chem Biol,Oui,5.1,C,4.634,C,4.46,C,3.5,C,3.8,C,E
101525337,ACS Chem Neurosci,Oui,4.418,C,5.78,B,4.303,C,4.2,B,3.9,C,D
101540531,ACS Comb Sci,Non,3.784,C,3.903,C,12.919,NC,NC,NC,NC,NC,NC
101695267,ACS Earth Space Chem,Non,3.475,C,3.556,C,8.688,C,2.9,C,2.9,C,NC
9918975860106676,ACS Electrochem,Non,NC,NC,NC,NC,0.683,NC,NC,NC,NC,NC,NC
101697523,ACS Energy Lett,Non,23.101,A,23.991,A,17.961,A,19.5,A,18.9,A,NC
9918419282706676,ACS Eng Au,Non,NC,NC,NC,NC,7.992,C,4.3,C,5.1,C,B
9918300984206676,ACS Environ Au,Non,NC,NC,NC,NC,8.625,B,6.7,B,7.7,B,NC
9918751287106676,ACS EST Air,Non,NC,NC,NC,NC,7.422,NC,NC,NC,NC,NC,NC
9918300874706676,ACS ES T Eng,Non,NC,NC,NC,NC,15.271,B,7.5,B,6.7,B,C
101778136,ACS ES T Water,Non,NC,NC,NC,NC,10.647,B,4.9,A,4.3,B,NC
9918281679006676,ACS Food Sci Technol,Non,NC,NC,NC,NC,5.316,C,2.6,C,2.8,D,NC
101654580,ACS Infect Dis,Oui,5.084,B,5.578,B,4.333,B,4.1,B,3.8,B,B
101574672,ACS Macro Lett,Oui,6.903,A,7.015,A,10.564,A,5.2,B,5.2,B,NC
9918300688806676,ACS Mater Au,Non,NC,NC,NC,NC,0.499,C,5.7,C,6.5,C,C
101747116,ACS Mater Lett,Non,8.312,B,11.17,B,11.17,A,9.9,B,8.7,B,A
9918232604306676,ACS Meas Sci Au,Non,NC,NC,NC,NC,6.095,B,4.6,B,9,A,NC
101521073,ACS Med Chem Lett,Non,4.345,C,4.632,C,4.665,C,3.5,C,4,C,NC
9705338,ACSMs Health Fit J,Non,1.364,E,1.13,E,2.644,E,1.6,D,1.8,C,C
101313589,ACS Nano,Oui,15.881,A,18.027,A,7.663,A,15.8,A,16.1,A,C
9918316881006676,ACS Nanosci Au,Non,NC,NC,NC,NC,15.516,C,4.8,C,6.3,C,B
101691658,ACS Omega,Non,3.512,C,4.132,C,4.915,C,3.7,C,4.3,C,B
9918282981206676,ACS Org Inorg Au,Non,NC,NC,NC,NC,16.681,C,3.8,C,4.4,C,NC
101721411,ACS Pharmacol Transl Sci,Non,NC,NC,NC,NC,4.878,B,5.1,B,3.7,C,NC
101634366,ACS Photonics,Non,7.529,A,7.077,B,7.508,B,6.5,B,6.7,B,NC
9918300980006676,ACS Phys Chem Au,Non,NC,NC,NC,NC,7.767,C,3.7,C,4.3,C,D
9918248914506676,ACS Polym Au,Non,NC,NC,NC,NC,3.82,B,4.8,B,6.9,A,D
101669031,ACS Sens,Oui,7.711,A,9.618,A,17.416,A,8.3,A,9.1,A,B
101608852,ACS Sustain Chem Eng,Non,8.198,A,9.224,A,6.185,A,7.1,B,7.3,B,C
9918752080606676,ACS Sustain Resour Manag,Non,NC,NC,NC,NC,2.187,NC,NC,NC,NC,NC,C
100961485,ACS Symp Ser Am Chem Soc,Non,NC,NC,NC,NC,9.485,NC,NC,NC,NC,NC,NC
101575075,ACS Synth Biol,Oui,5.11,B,5.249,B,13.715,B,3.8,B,3.9,B,NC
101767681,Acta Acust (2020),Non,0.762,E,1.355,D,5.663,D,1,E,1.4,D,NC
101122185,Acta Acust United Acust,Non,0.762,E,1.355,D,5.504,D,1,E,1.4,D,C
0125265,Acta Adriat,Non,0.739,E,0.682,E,12.453,E,1,D,0.6,E,NC
101190948,Acta Agric Scand A Anim Sci,Non,0.684,E,0.73,E,15.589,D,0.8,D,0.9,D,B
101656033,Acta Agric Scand B Soil Plant Sci,Non,1.694,D,1.931,D,6.296,D,1.7,C,1.8,C,B
9918333280906676,Acta Agric Serb,Non,NC,NC,NC,NC,18.295,NC,NC,NC,NC,NC,A
101252030,Acta Agric Slov,Non,NC,NC,NC,NC,4.935,NC,NC,NC,NC,NC,NC
101683265,Acta Agrobot,Non,NC,NC,NC,NC,16.092,C,2.1,C,1.3,D,NC
100966760,Acta Agron,Non,NC,NC,NC,NC,16.74,NC,NC,NC,NC,NC,NC
7805137,Acta Aliment,Non,0.65,E,1,E,7.791,E,0.8,E,1,E,NC
9884055,Acta Amazon,Non,1.126,D,1.091,D,17.518,D,0.7,E,0.8,D,NC
0421022,Acta Anaesthesiol Belg,Non,NC,NC,NC,NC,12.744,E,0.1,E,0.3,E,NC
0370270,Acta Anaesthesiol Scand,Oui,2.105,E,2.274,D,5.451,E,1.9,C,2,C,E
101769522,Acta Anal,Non,NC,NC,NC,NC,2.946,NC,NC,NC,NC,NC,D
100967549,Acta Antiq Hung,Non,NC,NC,NC,NC,2.111,NC,NC,NC,NC,NC,NC
101086664,Acta Appl Math,Non,1.215,D,1.563,C,17.929,C,1.2,C,1,D,B
9918769389006676,Acta Aquat Turc,Non,NC,NC,NC,NC,17.624,NC,NC,NC,NC,NC,NC
0107636,Acta Arachnol,Non,NC,NC,NC,NC,12.486,NC,NC,NC,NC,NC,NC
9890631,Acta Astronaut,Non,2.413,B,2.954,B,12.379,B,3.1,B,3.4,B,NC
100966325,Acta Balt,Non,NC,NC,NC,NC,1.534,NC,NC,NC,NC,NC,A
